cpi_ID,author,google_scholar_ID,affiliation,emails,title,pubyear,citation,link
RAG3,Victor Lavy,"""gcDh2dgAAAAJ""","Professor of economics, Hebrew University and University Warwick",Verified email at huji.ac.il,The Effect of Labor Market Liberalization on Political Behavior and Free Market Norms,2022,"National Bureau of Economic Research, 2022",Missing
ZRC9,Victor Nee,"""7oB1wEgAAAAJ""","Frank and Rosa Rhodes Professor of Economic Sociology, Cornell University",Verified email at cornell.edu,Cooperation with Strangers: Spillover of Community Norms,2022,"Organization Science, 2022",Missing
ZIC0,Walter Korpi,"""YoXqv_oAAAAJ""","Professor of Social Policy, Stockholm University",Verified email at sofi.su.se,The reversible welfare state,2022,"The Goals of Social Policy, 9, 2022",Missing
JFI8,Walter Powell,"""T7Q62kgAAAAJ""",Stanford University,Verified email at stanford.edu,"Capturing the Civic Lives of Cities: An Organizational, Place-Based Perspective on Civil Society in Global Cities",2022,"Global Perspectives 3 (1), 36408, 2022",Missing
ONG0,Walter Scheidel,"""IVnwurkAAAAJ""","Dickason Professor in the Humanities, Stanford University",Verified email at stanford.edu,27: INEQUALITY,2022,"The Cambridge Companion to the Ancient Greek Economy, 404, 2022",Missing
ZKG7,William Bielby,"""DqRy-3wAAAAJ""","University of Illinois, Chicago and UC Santa Barbara",Verified email at uic.edu,The structure and process of sex segregation,2019,"Social Stratification, 703-714, 2019",Missing
HVC4,William J Wilson,"""Ity_nk4AAAAJ""",,Verified email at harvard.edu,Excerpts from The Declining Significance of Race,2020,Routledge,Missing
VBP0,Xueguang Zhou,"""zUfZV2IAAAAJ""","Professor of Sociology, Stanford University",Verified email at stanford.edu,‰∏≠ÂõΩÊîøÂ∫úÊ≤ªÁêÜÊ®°ÂºèÁöÑÈÄâÊã© ‰∏éËΩ¨Êç¢: ‰∏Ä‰∏™Ê≠£ÂºèÊ®°Âûã.,2021,"Society: Chinese Journal of Sociology/Shehui 41 (6), 2021",Missing
QUQ3,Yana Kucheva,"""7gqLlK4AAAAJ""",The City College of New York,Verified email at ccny.cuny.edu,Gendered Impact of COVID-19 in the Household,2022,"PAA 2022 Annual Meeting, 2022",Missing
VJY7,Yossi Shavit,"""brfWXKMAAAAJ""","Professor (Emeritus) of Sociology, Tel Aviv University",Verified email at tauex.tau.ac.il,"CHAPTER TWO Israel: Diversification, Expansion, and Inequality in Higher Education",2022,"Stratification in Higher Education, 39-62, 2022",Missing
VLM1,Yu Xie,"""yF9AT-4AAAAJ""",,Verified email at princeton.edu,The evolution of demographic methods,2022,"Social Science Research, 102768, 2022",Missing
VWE2,Yu-Ling Chang,"""PKJ_mM4AAAAJ""",National Taiwan University,Verified email at ntu.edu.tw,Examining Low-Income Single-Mother Families’ Experiences with Family Benefit Packages during and after the Great Recession in the United States,2021,Journal of Risk and Financial Management,Missing
LZI6,Gregory Acs,Missing,Missing,Missing,Scoring Federal Legislation for Equity,2022,Missing,https://policycommons.net/artifacts/2470334/scoring-federal-legislation-for-equity/3492326/
VQC9,Karl Alexander,Missing,Missing,Missing,22-1394-How does the type of urinary diversion affect health related quality of life (HRQOL) in the course of four years after radical cystectomy?-A propensity ‚Ä¶,2022,Missing,https://university.auanet.org/aua2022/posters/2043596.pdf
PDS1,Robert Althauser,Missing,Missing,Missing,Missing,Missing,Missing,Missing
OLX7,Stanley Aronowitz,Missing,Missing,Missing,y IP address 192.168. 10.17 on 2022/05/12,2022,Missing,https://www.torrossa.com/gs/resourceProxy?an=5002282&publisher=FZ4850#page=400
KQA1,Nan Astone,Missing,Missing,Missing,Missing,Missing,Missing,Missing
FMV5,David Betson,Missing,Missing,Missing,Missing,Missing,Missing,Missing
HJV3,Rebecca Blank,Missing,Missing,Missing,Low incidence and transient elevation of autoantibodies post mRNA COVID-19 vaccination in inflammatory arthritis,2022,Missing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9213868/
ZRT9,Chris Bobonich,Missing,Missing,Missing,Missing,Missing,Missing,Missing
OMJ8,William Bridges,Missing,Missing,Missing,Bayesian Framework for Causal Inference with Principal Stratification and Clusters,Missing,Missing,https://link.springer.com/article/10.1007/s12561-022-09351-9
JVX3,Julie Brines,Missing,Missing,Missing,Missing,Missing,Missing,Missing
WNX5,Juliet Brodie,Missing,Missing,Missing,The Diversity of Eucheumatoid Seaweed Cultivars in the Philippines,2022,Missing,https://www.tandfonline.com/doi/abs/10.1080/23308249.2022.2060038
ZAP6,William Brustein,Missing,Missing,Missing,"de Felice, Renzo 152, 291 Fichte, Johann Gottlieb 23",2021,Missing,https://www.jstor.org/stable/pdf/j.ctv1vmnq47.16.pdf
EGH9,Larry Bumpass,Missing,Missing,Missing,Missing,Missing,Missing,Missing
IOS3,Linda Burton,Missing,Missing,Missing,Missing,Missing,Missing,Missing
TZV6,Al Camarillo,Missing,Missing,Missing,Missing,Missing,Missing,Missing
CST1,Lisa Catanzarite,Missing,Missing,Missing,Missing,Missing,Missing,Missing
SUO1,Mark Cullen,Missing,Missing,Missing,Erratum to 'Corynebacterium Total Hip and Knee Arthroplasy Prosthetic Joint Infections',2022,Missing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9237284/
YNY9,Michele Dauber,Missing,Missing,Missing,Missing,Missing,Missing,Missing
CZU3,Nancy Denton,Missing,Missing,Missing,MOVING FORWARD TOGETHER,2022,Missing,https://journals.lww.com/gastroenterologynursing/Fulltext/2022/05000/MOVING_FORWARD_TOGETHER.1.aspx
HBX7,Thomas DiPrete,Missing,Missing,Missing,"Similar gaps, different paths? Comparing racial inequalities among BA holders in Brazil and the United States",2021,Missing,https://journals.sagepub.com/doi/abs/10.1177/00207152221085564
BCS8,William Domhoff,Missing,Missing,Missing,WhoRulesAmerica. net,2022,Missing,https://mesopolhis.fr/wp-content/uploads/2022/03/Domhoff_Who-Really-Ruled-in-Dahls-New-Haven_.pdf
SMN6,Mitchell Duneier,Missing,Missing,Missing,Missing,Missing,Missing,Missing
QVA9,Steven Durlauf,Missing,Missing,Missing,"Francesco Bripi, Raffaello Bronzini, Elena Gentili, Andrea Linarello e Elisa Scarinzi (Banca d'Italia) Classificazione JEL: R00, R11, L16, O41, O47 Parole chiave ‚Ä¶",2022,Missing,https://www.uilpa.it/attachments/article/6602/banca%20d'italia%20n-25_mezzogiorno_appendice.pdf#page=10
NSD6,Ronald Dworkin,Missing,Missing,Missing,THE ARCHIMEDEAN SKEPTICISM AND THE ETHICAL CRUSADE OF,2022,Missing,https://www.academia.edu/download/86883849/182_Texto_del_articulo.pdf
WBR6,Jennifer Eberhardt,Missing,Missing,Missing,White patients' physical responses to healthcare treatments are influenced by provider race and gender,2022,Missing,https://www.pnas.org/doi/abs/10.1073/pnas.2007717119
YHX0,Paulla Ebron,Missing,Missing,Missing,Missing,Missing,Missing,Missing
DRB8,Scott Eliason,Missing,Missing,Missing,4 Multiple Disadvantages: An Empirical Test of Intersectionality Theory in Equal Employment Opportunity Litigation,2022,Missing,https://www.degruyter.com/document/doi/10.18574/nyu/9781479805945.003.0008/html
RGM2,Thomas Espenshade,Missing,Missing,Missing,Missing,Missing,Missing,Missing
CND8,Rick Fantasia,Missing,Missing,Missing,Sociolog√≠a de la alta cocina: la f√≥rmula para convertirse en un gran chef,2021,Missing,https://dialnet.unirioja.es/servlet/articulo?codigo=8076847
VEM0,Reynolds Farley,Missing,Missing,Missing,TONY N. BROWN,2022,Missing,https://profiles.rice.edu/sites/g/files/bxs3881/files/2022-06/Brown_CVS22.pdf
YRO9,David Featherman,Missing,Missing,Missing,Missing,Missing,Missing,Missing
EBI2,Erica Field,Missing,Missing,Missing,Is Remote Sensing Data Useful for Studying the Association between Pandemic-Related Changes in Economic Activity and Intimate Partner Violence?,2022,Missing,https://www.aeaweb.org/doi/10.1257/pandp.20221014
XWQ0,Robert Flanagan,Missing,Missing,Missing,The Letters of an Unexpected Mystic: Encountering the Mystical Theology in First and Second Peter,Missing,Missing,https://books.google.com/books?hl=en&lr=&id=dBV9EAAAQBAJ&oi=fnd&pg=PR9&dq=%22Robert+Flanagan%22&ots=jtagPGEdRx&sig=9KzxaTJMlLOPIZVRb7Df6YolX1U
HVF4,Robert Frank,Missing,Missing,Missing,Carolina Martins Etcheverry,2022,Missing,http://www.precog.com.br/bc-texto/obras/2021pack0805.pdf#page=130
FPM7,Zephyr Frank,Missing,Missing,Missing,"Justicia Ambiental: Historias de Opresi√≥n, Injusticia y Resistencia desde Am√©rica Latina",2021,Missing,https://www.halacsolcha.org/index.php/halac/article/download/597/525
AMN2,Estelle Freedman,Missing,Missing,Missing,Missing,Missing,Missing,Missing
VLG2,Barbara Fried,Missing,Missing,Missing,Herrschaftskritische theoretische Praxis: Politisch-biographisches Gespr√§ch mit Alex Demirovic,2022,Missing,https://prokla.de.w018207c.kasserver.com/index.php/PROKLA/article/view/2000
QGJ3,Victor Fuchs,Missing,Missing,Missing,Missing,Missing,Missing,Missing
PIN2,David Galenson,Missing,Missing,Missing,Experimental Entrepreneurs,2022,Missing,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4013827
VSB4,Markus Gangl,Missing,Missing,Missing,Longitudinal designs and models for causal inference,2022,Missing,https://www.elgaronline.com/abstract/book/9781789909432/book-part-9781789909432-25.xml
NWO0,Henry-Louis Gates,Missing,Missing,Missing,Primary Works Just a Few Among the Antebellum and Postbellum Original Slave Narratives,Missing,Missing,Missing
MIF8,Christina Gathmann,Missing,Missing,Missing,The Diffusion of Digital Technologies and its Consequences in the Labor Market,2022,Missing,https://conference.iza.org/conference_files/SUM_2022/grimm_f32263.pdf
QGQ7,Linda Giannarelli,Missing,Missing,Missing,State TANF Policies During the COVID-19 Pandemic,2022,Missing,https://www.urban.org/sites/default/files/2022-03/State%20TANF%20Policies%20During%20the%20COVID-19%20Pandemic.pdf
CFM4,Anthony Giddens,Missing,Missing,Missing,y IP address 192.168. 10.4 on 2022/07/07,2022,Missing,https://www.torrossa.com/gs/resourceProxy?an=5016505&publisher=FZ4850#page=262
TDU9,Dennis Gilbert,Missing,Missing,Missing,Launching into Life after College,Missing,Missing,https://www.emerald.com/insight/content/doi/10.1108/S2055-364120220000045006/full/html
SIT2,Janet Gornick,Missing,Missing,Missing,Accounting for the Value of Unpaid Domestic Work: A Cross-National Study of Variation across Household Types,2022,Missing,https://academic.oup.com/esr/advance-article/doi/10.1093/esr/jcac023/6594386?searchresult=1&itm_medium=sidebar&itm_content=eursoj&itm_source=trendmd-widget&itm_campaign=trendmd-pilot&utm_source=TrendMD&utm_medium=cpc&utm_campaign=European_Sociological_Review_TrendMD_0
LNQ7,Jeffrey Grogger,Missing,Missing,Missing,Why having more women/diverse economists benefits us all,2021,Missing,http://www.thethao247web.net/article/why-having-more-womendiverse-economists-benefits-us-all
SRW9,David Grusky,Missing,Missing,Missing,Trends in social mobility depend on the competition between status and money,2022,Missing,https://www.pnas.org/doi/abs/10.1073/pnas.2200687119
HMG7,Avery Guest,Missing,Missing,Missing,Missing,Missing,Missing,Missing
ZYR1,Charles Halaby,Missing,Missing,Missing,Missing,Missing,Missing,Missing
GXH8,David Halle,Missing,Missing,Missing,A conventional‚Äêto‚Äêspectral CT image translation augmentation workflow for robust contrast injection‚Äêindependent organ segmentation,2021,Missing,https://aapm.onlinelibrary.wiley.com/doi/abs/10.1002/mp.15310
UFS5,Heidi Hartmann,Missing,Missing,Missing,Feminist political economy,2022,Missing,https://www.elgaronline.com/view/book/9781789909067/book-part-9781789909067-13.xml
CVX7,Ron Haskins,Missing,Missing,Missing,Missing,Missing,Missing,Missing
GYH0,Robert Haveman,Missing,Missing,Missing,Spatial and Temporal Trends in Multidimensional Poverty in the United States over the Last Decade,2022,Missing,https://link.springer.com/article/10.1007/s11205-022-02902-z
MFK2,Henning Hillmann,Missing,Missing,Missing,Course Catalog,2022,Missing,https://www.uni-mannheim.de/gess/programs/cdss/course-catalog/fall-2022/
VHX9,Percy Hintzen,Missing,Missing,Missing,Missing,Missing,Missing,Missing
VEV4,Dennis Hogan,Missing,Missing,Missing,Missing,Missing,Missing,Missing
XKC3,Matissa Hollister,Missing,Missing,Missing,Missing,Missing,Missing,Missing
RDV9,Miyako Inoue,Missing,Missing,Missing,‚ÄúShake well before using‚Äù: The dialectics of Michael Silverstein (1945‚Äì2020),2022,Missing,https://onlinelibrary.wiley.com/doi/abs/10.1111/josl.12542
VMQ2,Julia Isaacs,Missing,Missing,Missing,"Data Appendix to"" Kids' Share 2021: Report on Federal Expenditures on Children through 2020 and Future Projections"".",2021,Missing,https://files.eric.ed.gov/fulltext/ED616344.pdf
YJM1,Sarah Jain,Missing,Missing,Missing,Missing,Missing,Missing,Missing
UWE5,Rucker Johnson,Missing,Missing,Missing,Area-level racial prejudice and health: A systematic review.,2022,Missing,https://psycnet.apa.org/record/2022-39867-001
HUM1,Jerome Karabel,Missing,Missing,Missing,Missing,Missing,Missing,Missing
XHT0,Terry Karl,Missing,Missing,Missing,Missing,Missing,Missing,Missing
UGT1,Pamela Karlan,Missing,Missing,Missing,The New Countermajoritarian Difficulty,2021,Missing,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/calr109&section=52
ZQY9,Roberta Katz,Missing,Missing,Missing,"Gen Z, Explained",2021,Missing,https://www.degruyter.com/document/doi/10.7208/chicago/9780226814988/html?lang=de
FWV2,Ira Katznelson,Missing,Missing,Missing,Time Counts: Quantitative Analysis for Historical Social Science,2021,Missing,https://books.google.com/books?hl=en&lr=&id=wKZJEAAAQBAJ&oi=fnd&pg=PP1&dq=%22Ira+Katznelson%22&ots=AyrqQk6AVK&sig=OmHu-3vOa-pYcMuXEGKBkPPuMgE
OYY4,Mark Kelman,Missing,Missing,Missing,SHAKY DIAGNOSES AND AMBIGUOUS TREATMENTS Comment on M. Sandel's The Tyranny of Merit,2021,Missing,https://scholar.archive.org/work/rivxdknykjcoxhozxi6byczgdu/access/wayback/https://watermark.silverchair.com/ajle_a_00010.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAArwwggK4BgkqhkiG9w0BBwagggKpMIICpQIBADCCAp4GCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMRxhU3pNOCOIj1GIdAgEQgIICb-QgOqQKav_AzkgXmsIWgxAzsssp_zBvJwiX7QTURuEhtY5X8vxSL8v3JFXuMp4XGWAsBDf19DoTnxvxuxhl_IshmXHLcDVCvjsQN3UyfFpR6km9Hb-yk9foQ07LwSk9N3c0JlvrsJPmilNbDbI7WDskW8oXfV3ampOvOMcKiCXYLI4JgP3N55f8DQkfPwGlQYA8-2CDzaxGtlbfUPhYuymbLq1A_Ruaj6jke0oXQfUrdJ13_ID2OXYBuXTvUQrEtncSedGuKrwf4OvdDdg1bNqi82ySk0GzAQ62DSKW2Jw5En03b4r00HUFngOkstmVwhF2IzFQzKWTYljfvRoOuHkh-MIinnFa7IIbzM4iDZmvhrlspGswMHhavhloWOt2Rl9X3h1A_jpdJJ5sHqPCfUByG15pU8ax2UeB0U0rv_IuHKUk1jNyhP8Nl3X5yVdXxafN6WVbBUjPCttvq88qldDJZy1UzTk6B8JxowtxeU7fcMbt4H-2FQptMwrviYjT8WDGXGjQlDwHE-GcM_gmp5384NOzrDoUpR3BpJjSKSL8MwQ5O3bdzq-uYxeNtm3sjRj02p2lZz1ARR_A9dgOGdnx7scUCI8wGL5Et6wOI2Cw-nB6xkjkkqh6tKD7bJ8iyt7G0zjJXmJqkaJ0wwJWyxoabwD9l7iezSXIcHQGWwZ6ORA7skaVn6nZ6pp4e_2LgBg6o881rOSEZNGMBUTGHyWAyxjsx1vCx28Rbr-jN4oCv8Bj6c-fnSXGHC6BdsHmT1xaZh-ZRjzLnPFO_05n3HKXseKDPbgjPuiDL56-GR11lmJoAnP52J9cfml706as
SJR0,Harold Kerbo,Missing,Missing,Missing,"GENDER, PARENTAL CONTROL, AND RISK PREFERENCES: EVIDENCE FROM JAPANESE COLLEGE STUDENTS",2022,Missing,https://www.researchgate.net/profile/Harold-Kerbo/publication/263173347_Gender_Parental_Control_and_Risk_Preferences_Evidence_from_Japanese_College_Students/links/61737fa2a767a03c149a703a/Gender-Parental-Control-and-Risk-Preferences-Evidence-from-Japanese-College-Students
WBX0,Sara Kimberlin,Missing,Missing,Missing,A New Agenda for Fighting Poverty and Inequality in California (Sacramento)‚ÄîOn the Front Lines: Other Views,2021,Missing,https://policycommons.net/artifacts/1898245/a-new-agenda-for-fighting-poverty-and-inequality-in-california-sacramento-on-the-front-lines/2649346/
ZYL5,Eric Klinenberg,Missing,Missing,Missing,"Canicule. Chicago, √©t√© 1995. Autopsie sociale d'une catastrophe",Missing,Missing,https://journals.openedition.org/lectures/57329
VAW1,Melvin Kohn,Missing,Missing,Missing,Missing,Missing,Missing,Missing
UJS7,Vered Kraus,Missing,Missing,Missing,Missing,Missing,Missing,Missing
DBB8,Bart Landry,Missing,Missing,Missing,Missing,Missing,Missing,Missing
HHZ8,Kevin Leicht,Missing,Missing,Missing,√âtats-Unis: huit th√©matiques cl√©s de la sociologie du travail,2021,Missing,https://journals.openedition.org/nrt/9534
IGP0,Stanley Lieberson,Missing,Missing,Missing,Missing,Missing,Missing,Missing
QNR8,Scott Long,Missing,Missing,Missing,SWOSU Faculty Senate Official Minutes,2022,Missing,https://dc.swosu.edu/cgi/viewcontent.cgi?article=1249&context=fsminutes
FAT6,Brian Lowery,Missing,Missing,Missing,Gender Backlash and the Moderating Role of Shared Racial Group Membership,2022,Missing,https://journals.sagepub.com/doi/abs/10.1177/01461672221074543
DQA2,Manning Marable,Missing,Missing,Missing,Along the Color Line: Rethinking Affirmative Action,2022,Missing,https://wuir.washburn.edu/bitstream/handle/10425/2645/12-02%20606.pdf?sequence=1
IDB2,Theodore Marmor,Missing,Missing,Missing,Jacob S. Hacker,2022,Missing,https://jacobhacker.com/assets/37_hacker_-marmor_how-not-to-think-about-_umich-jrnl-of-law.pdf
AEB5,Joanne Martin,Missing,Missing,Missing,I 270 North Design Build Project,2022,Missing,https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=4583&context=roadschool
AFC0,Elisabeth Mason,Missing,Missing,Missing,Primary Cardiac Lymphoma: A Case Report,2021,Missing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8577611/
MXY2,Doug McAdam,Missing,Missing,Missing,"PREDICTING THE ONSET, EVOLUTION, AND POSTGRADUATE IMPACT OF COLLEGE ACTIVISM",2022,Missing,https://meridian.allenpress.com/mobilization/article-abstract/27/2/125/483749
BXX8,Leslie McCall,Missing,Missing,Missing,Bringing the market in: an expanded framework for understanding popular responses to economic inequality,2022,Missing,https://academic.oup.com/ser/advance-article-abstract/doi/10.1093/ser/mwac018/6573249
WKB6,Signe-Mary McKernan,Missing,Missing,Missing,Missing,Missing,Missing,Missing
RGJ9,Debra Meyerson,Missing,Missing,Missing,Missing,Missing,Missing,Missing
DNG5,Suzanne Model,Missing,Missing,Missing,Missing,Missing,Missing,Missing
YFS2,Alison Morantz,Missing,Missing,Missing,Intermediate Care Facilities for Individuals With Intellectual Disabilities: Does Ownership Type Affect Quality of Care?,2022,Missing,https://meridian.allenpress.com/idd/article-abstract/60/3/212/482305
YUH3,Nailah Nasir,Missing,Missing,Missing,Missing,Missing,Missing,Missing
DLR0,Martha Nussbaum,Missing,Missing,Missing,Putnam's Aristotle,2022,Missing,https://www.degruyter.com/document/doi/10.1515/9783110769210/pdf#page=235
TBR3,Michael Olneck,Missing,Missing,Missing,Missing,Missing,Missing,Missing
ESG9,Susan Olzak,Missing,Missing,Missing,The Impact of Ideological Ambiguity on Terrorist Organizations,2022,Missing,https://journals.sagepub.com/doi/abs/10.1177/00220027211073921
GMD1,Michael Omi,Missing,Missing,Missing,The Racialization of Asian-Americans in the United States,2022,Missing,https://repository.uchastings.edu/cgi/viewcontent.cgi?article=1180&context=hastings_race_poverty_law_journal
WUO4,Ray Pahl,Missing,Missing,Missing,Missing,Missing,Missing,Missing
PSW0,Jan Pakulski,Missing,Missing,Missing,Missing,Missing,Missing,Missing
ZQZ6,Michael Pergamit,Missing,Missing,Missing,Employment Programs for Young People with Histories of Foster Care,2022,Missing,https://www.urban.org/sites/default/files/2022-06/Employment%20Programs%20for%20Young%20People%20with%20Histories%20of%20Foster%20Care.pdf
XGO0,Elizabeth Peters,Missing,Missing,Missing,Impacts of State Paid Family Leave Policies for Older Workers with Spouses or Parents in Poor Health,2022,Missing,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4114537
PRN5,Trond Petersen,Missing,Missing,Missing,Missing,Missing,Missing,Missing
OFW9,Becky Pettit,Missing,Missing,Missing,Incomparable Punishments: How Economic Inequality Contributes to the Disparate Impact of Legal Fines and Fees,2022,Missing,https://www.rsfjournal.org/content/8/2/118.abstract
SKP0,Edmund Phelps,Missing,Missing,Missing,"Tensions and Demands in Society, Economic Justice and Progressivism, and Yet Another Way Forward",2022,Missing,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4138761
ZTE7,Canice Prendergast,Missing,Missing,Missing,Missing,Missing,Missing,Missing
YBP2,Deborah Prentice,Missing,Missing,Missing,Missing,Missing,Missing,Missing
JXO8,Trudi Renwick,Missing,Missing,Missing,Missing,Missing,Missing,Missing
BXM5,Patricia Roos,Missing,Missing,Missing,Peran Sutradara Dalam Manajemen Produksi Film Pendek ‚ÄúLinuwih‚Äù Di Saat Pandemi Covid 19,Missing,Missing,Missing
QHG2,Cecilia Rouse,Missing,Missing,Missing,Missing,Missing,Missing,Missing
HCQ6,Lillian Rubin,Missing,Missing,Missing,Missing,Missing,Missing,Missing
RVE4,Lisa Sanbonmatsu,Missing,Missing,Missing,Your Child Missed Learning the Alphabet Today: A Randomized Trial of Sending Teacher-Written Postcards Home to Reduce Absences,2021,Missing,https://www.tandfonline.com/doi/abs/10.1080/19345747.2021.1992812
DWB3,Saskia Sassen,Missing,Missing,Missing,PREDATORY LOGIC: going beyond inequality,2022,Missing,https://www.scielo.br/j/ccrh/a/dNrVJVZbYqVB4gDLZ4gs7tp/abstract/?lang=en
JFJ5,Jonathan Schwabish,Missing,Missing,Missing,Comment Letter on CEQ's Climate and Economic Justice Screening Tool Beta Version,2022,Missing,https://policycommons.net/artifacts/2396126/comment-letter-on-ceqs-climate-and-economic-justice-screening-tool-beta-version/3417653/
CQX5,Heather Schwartz,Missing,Missing,Missing,Flux in the Educator Labor Market: Acute Staff Shortages and Projected Superintendent Departures. Selected Findings from the Fourth American School District Panel ‚Ä¶,2022,Missing,https://pesquisa.bvsalud.org/global-literature-on-novel-coronavirus-2019-ncov/resource/pt/covidwho-1835628
RSH9,Michael Schwarz,Missing,Missing,Missing,Carvedilol achieves higher hemodynamic response and lower rebleeding rates than propranolol in secondary prophylaxis,2022,Missing,https://www.sciencedirect.com/science/article/pii/S1542356522006425
WTJ9,Richard Sennett,Missing,Missing,Missing,di Fondazione Giangiacomo Feltrinelli,2022,Missing,https://www.researchgate.net/profile/Felix-Lopez-3/publication/360264374_REIS_e_LOPEZ_The_Global_Dimension_of_InEquity_and_Social_InJustice/links/626c41720df856128f87c4ab/REIS-e-LOPEZ-The-Global-Dimension-of-InEquity-and-Social-InJustice.pdf?_sg%5B0%5D=uu2t0oWXhEEvkCVvg6YuOuuxhBxkOTghElVv_PTNj4MU5NloVP2BJmUkJ_nJ6do2QW_wb6EUfrYro-WOxALmcA.XFg0PuE2Qj2_f48SIKXyd8LOvPhpA9p6TTAIKBf8RIdgQt5OUmm6PcoPbRUE5GZD8cNFbGOklUnSkUWzPaTycg&_sg%5B1%5D=Z5vefRz71JawDRBAmLNh0ZMg-4JgixZxXuGfY0C8Hl-s-A7Nx3NDDeaa60UQDwUCiZRrqAKUI9nsMNXfMWH19f6YPH9Rl488trviKSw729iM.XFg0PuE2Qj2_f48SIKXyd8LOvPhpA9p6TTAIKBf8RIdgQt5OUmm6PcoPbRUE5GZD8cNFbGOklUnSkUWzPaTycg&_iepl%5BactivityId%5D=1497600989741059&_iepl%5BactivityTimestamp%5D=1651497100&_iepl%5BactivityType%5D=service_add_recommendation_activity&_iepl%5Bcontexts%5D%5B0%5D=homeFeed&_iepl%5BrecommendationActualVariant%5D=feed_via_people_you_follow_and_feed_interest_nodes_blended_signals_boost_preprints_and_reads%3Epublications_via_interest_nodes_scored_by_keywords_and_cited_a_boost_preprints_and_reads&_iepl%5BrecommendationDomain%5D=&_iepl%5BrecommendationScore%5D=38.798721313477&_iepl%5BrecommendationTargetActivityCombination%5D=person_add_file_publication&_iepl%5BrecommendationType%5D=&_iepl%5BfeedVisitIdentifier%5D=&_iepl%5BpositionInFeed%5D=0&_iepl%5BsingleItemViewId%5D=RZbTwzapZYZ2N0R3DtIlIYi3&_iepl%5BviewId%5D=gk9YHuVvy25f1Bcoh1pF08yy&_iepl%5BhomeFeedVariantCode%5D=clst&_iepl%5B__typename%5D=HomeFeedTrackingPayload&_iepl%5BinteractionType%5D=publicationDownload&_iepl%5BtargetEntityId%5D=PB%3A360264374
VTF9,Nicole Shelton,Missing,Missing,Missing,Missing,Missing,Missing,Missing
IJI7,Arloc Sherman,Missing,Missing,Missing,"If Congress Fails to Act, Monthly Child Tax Credit Payments Will Stop, Child Poverty Reductions Will Be Lost",2021,Missing,https://www.cbpp.org/sites/default/files/12-2-21tax.pdf
RGH2,Gi-Wook Shin,Missing,Missing,Missing,11. Between Nationalism and Globalization,2022,Missing,https://www.degruyter.com/document/doi/10.1515/9780804768016-014/html?lang=de
FSA4,Jack Shonkoff,Missing,Missing,Missing,Translating the Biology of Adversity and Resilience Into New Measures for Pediatric Practice,2022,Missing,https://publications.aap.org/pediatrics/article-abstract/149/6/e2021054493/187008
OAT3,James Sidanius,Missing,Missing,Missing,Missing,Missing,Missing,Missing
QCW8,Theda Skocpol,Missing,Missing,Missing,Del av en serie om,2022,Missing,https://scientiasv.com/rattssociologi
NMP9,Mario Small,Missing,Missing,Missing,Qualitative Literacy: A Guide to Evaluating Ethnographic and Interview Research,2022,Missing,https://books.google.com/books?hl=en&lr=&id=_kB4EAAAQBAJ&oi=fnd&pg=PP13&dq=%22Mario+Small%22&ots=tzchCo218E&sig=CJZ9sLtkbzVIM_IthyX3Vc4fVRw
NOT8,Stephen Small,Missing,Missing,Missing,Successful implementation of a pediatric pharmacy team-level strategic plan during the COVID-19 pandemic,2022,Missing,https://academic.oup.com/ajhp/advance-article-abstract/doi/10.1093/ajhp/zxac133/6582405
ZLF5,Sandra Smith,Missing,Missing,Missing,Not just females: the socio-ecology of social interactions between spider monkey males,2022,Missing,https://royalsocietypublishing.org/doi/abs/10.1098/rspb.2021.2808
ZBZ3,Paul Sniderman,Missing,Missing,Missing,Value Conflicts Revisited: Gender Equality and Gestures of Respect,2022,Missing,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4111634
TUW0,Gary Solon,Missing,Missing,Missing,Missing,Missing,Missing,Missing
ZAA6,Jayashri Srikantiah,Missing,Missing,Missing,Missing,Missing,Missing,Missing
EWS4,Claude Steele,Missing,Missing,Missing,An experimental animal model of cerebral aspergillosis,2022,Missing,https://faseb.onlinelibrary.wiley.com/doi/abs/10.1096/fasebj.2022.36.S1.R3574
RCG0,Myra Strober,Missing,Missing,Missing,Missing,Missing,Missing,Missing
ZMP3,Larissa Tiedens,Missing,Missing,Missing,Perceived Organizational Power Scale,2022,Missing,https://psycnet.apa.org/doiLanding?doi=10.1037/t24392-000
MUG3,Marta Tienda,Missing,Missing,Missing,To Revise or Rewrite Anew: That Is the Question,2022,Missing,https://sociologica.unibo.it/article/view/14618
KTG3,Mikk Titma,Missing,Missing,Missing,Missing,Missing,Missing,Missing
